Molecule ChEMBL ID,Smiles,Standard Type,Standard Value,,,
CHEMBL175882,O=C(NCc1ccccc1Cl)Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1,IC50=45nM,4.50E+01,-5.1,1.81E+05,
CHEMBL2043043,COc1ccc2c(c1)C[C@H]1Cn3c-2c(C2CCCCC2)c2ccc(cc23)C(=O)NS(=O)(=O)N(C)CCOCCN(C)C1=O,IC50=2420nM,2.42E+03,-5.1,1.81E+05,
CHEMBL37541,Cc1cc(SC2=C(O)OC(CCc3ccc(O)cc3)(C3CCCC3)CC2=O)c(C(C)(C)C)cc1N,IC50=920nM,9.20E+02,-5.1,1.81E+05,
CHEMBL1687959,O=C(CN1C(=O)S/C(=C\c2ccc(Cl)cc2)C1=O)Nc1ccccc1,IC50=84.92nM,8.49E+01,-5.1,1.81E+05,
CHEMBL3233234,CN1c2c(C(=O)Nc3ccc(NS(C)(=O)=O)cc3)nn(-c3cccc(Cl)c3)c2-c2ccccc2S1(=O)=O,IC50=5100nM,5.10E+03,-5.1,1.81E+05,
CHEMBL4544375,COc1ccc(NC(=O)CN2C(=O)S/C(=C\c3ccccc3)C2=O)cc1,IC50=450nM,4.50E+02,-5.1,1.81E+05,
CHEMBL216384,O=C(O)c1ccc2c(C3CCCCC3)c3n(c2c1)CCCc1ccccc1-3,IC50=77nM,7.70E+01,-5.1,1.81E+05,
CHEMBL4439768,COc1ccc(N2CN=c3s/c(=C/c4ccc(Cl)cc4Cl)c(=O)n3C2)cc1,IC50=219.79nM,2.20E+02,-5.1,1.81E+05,
CHEMBL372400,CCOC(=O)c1c(NC(=O)NS(=O)(=O)N2CCc3ccccc3C2)sc2c1CCC(C)(C)C2,IC50=600nM,6.00E+02,-5.1,1.81E+05,
CHEMBL362909,CCN(CC)C1CCN(C(=O)Cn2c(-c3ccc(Cl)cc3)c(C3CCCCC3)c3ccc(C(=O)O)cc32)CC1,IC50=9nM,9.00E+00,-5.1,1.81E+05,
CHEMBL201119,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(Br)ccc21,IC50=205nM,2.05E+02,-5.1,1.81E+05,
CHEMBL204724,O=C1C(C2=NS(=O)(=O)c3ccccc3N2)=C(O)[C@H](Cc2cccnc2)N1Cc1ccc(F)cc1,IC50=2466nM,2.47E+03,-5.1,1.81E+05,
CHEMBL375133,CC(C)NC(=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c1,IC50=13nM,1.30E+01,-5.1,1.81E+05,
CHEMBL180292,CC(Nn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21)c1ccccc1,IC50=1490nM,1.49E+03,-5.1,1.81E+05,
CHEMBL179318,O=C(O)c1ccc2c(C3CCCCC3)c(-c3ccccc3)n(S(=O)(=O)c3ccccc3)c2c1,IC50=485nM,4.85E+02,-5.1,1.81E+05,
CHEMBL201927,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCCCO,IC50=1301nM,1.30E+03,-5.1,1.81E+05,
CHEMBL217580,COc1ccc(CCC2(C3CCCC3)CC(=O)C(Sc3nccn3C)=C(O)O2)cc1Cl,IC50=140nM,1.40E+02,-5.1,1.81E+05,
CHEMBL179943,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cccnc2n1Cc1ccccc1,IC50=83nM,8.30E+01,-5.1,1.81E+05,
CHEMBL215089,Cc1c(-c2ccccc2)n(C2CCCCC2)c2ccc(C(=O)O)cc12,IC50=180nM,1.80E+02,-5.1,1.81E+05,
CHEMBL4127030,C[C@@]1(O)[C@H](O)[C@@](F)(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,IC50=140nM,1.40E+02,-5.1,1.81E+05,
CHEMBL2043025,COc1ccc2c(c1)C=C1Cn3c-2c(C2CCCCC2)c2ccc(cc23)C(=O)NS(=O)(=O)N(C)CCOCCN(C)C1=O,IC50=240nM,2.40E+02,-5.1,1.81E+05,
CHEMBL188448,O=C(O)c1nc(-c2ccc(Cl)cc2)nc(O)c1O,IC50=29000nM,2.90E+04,-5.1,1.81E+05,
CHEMBL174225,O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1,IC50=400nM,4.00E+02,-5,2.14E+05,
CHEMBL2236432,N#Cc1c(-c2ccc(Br)cc2)nc(SCc2ccccc2C(F)(F)F)[nH]c1=O,IC50=7244.36nM,7.24E+03,-5,2.14E+05,
CHEMBL199200,O=C(O)C(=O)/C=C(\O)c1cccn1Cc1cccc(F)c1,IC50=30000nM,3.00E+04,-5,2.14E+05,
CHEMBL196621,O=C(O)C(=O)/C=C(\O)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,IC50=6700nM,6.70E+03,-5,2.14E+05,
CHEMBL211709,O=c1c(C2=NS(=O)(=O)c3cccc(O)c3N2)c(O)c2cccnc2n1Cc1ccccc1,IC50=54nM,5.40E+01,-5,2.14E+05,
CHEMBL364942,CN(C)C(=O)Cn1c(-c2cccc(CN3CCCC(F)(F)C3)c2)c(C2CCCCC2)c2ccc(C(=O)O)cc21,IC50=18nM,1.80E+01,-5,2.14E+05,
CHEMBL377813,CCN(C(C)=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c1,IC50=52601726.64nM,5.26E+07,-5,2.14E+05,
CHEMBL371410,O=C(O)/C(=C/c1ccc(Oc2ccccc2C(F)(F)F)cc1)NC(=O)c1ccccc1,IC50=1300nM,1.30E+03,-5,2.14E+05,
CHEMBL210854,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)NC(=O)OCCC#N)ccc3N2)c(O)c2cccnc21,IC50=35nM,3.50E+01,-5,2.14E+05,
CHEMBL183403,O=C(O)c1cnc(N(C(=O)c2ccc(Oc3ccccc3)cc2)C2CCS(=O)(=O)CC2)s1,IC50>50000nM,5.00E+04,-5,2.14E+05,
CHEMBL378495,O=C(O)c1cc2nc(-c3ccccc3)n(C3CCCCC3)c2s1,IC50=17200nM,1.72E+04,-5,2.14E+05,
CHEMBL205990,O=C(Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1)OCc1c(Cl)cccc1Cl,IC50=730nM,7.30E+02,-5,2.14E+05,
CHEMBL193596,O=C(Nc1ccc(O)cc1)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,IC50=12000nM,1.20E+04,-5,2.14E+05,
CHEMBL383468,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCCOc3ccccc3)cc1)n2C1CCCCC1,IC50=1200nM,1.20E+03,-5,2.14E+05,
CHEMBL426671,Cc1ccc(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCC3)cc2)cc1,IC50=1600nM,1.60E+03,-5,2.14E+05,
CHEMBL210297,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3cc(N4CCCC4=O)ccc3-c3ccc(Cl)cc3)cc1F)n2C1CCCCC1,IC50=2000nM,2.00E+03,-5,2.14E+05,
CHEMBL2236456,N#Cc1c(-c2ccc(Br)cc2)nc(SCCC(=O)Oc2ccccc2)[nH]c1=O,IC50=30199.52nM,3.02E+04,-5,2.14E+05,
CHEMBL359522,CC(C)N(C(=O)c1ccc(Oc2ccccc2)cc1)c1nc(C(=O)O)cs1,IC50>50000nM,5.00E+04,-5,2.14E+05,
CHEMBL369397,COc1ccc2[nH]cc(C[C@H](NC(=O)c3ccc4c(c3)nc(-c3ccoc3)n4C3CCCCC3)C(=O)O)c2c1,IC50=400nM,4.00E+02,-5,2.14E+05,
CHEMBL211507,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3cc(Cl)ccc3-c3ccc(Cl)cc3)cc1)n2C1CCCCC1,IC50=50nM,5.00E+01,-5,2.14E+05,
CHEMBL174053,O=C(O)c1ccc2c(c1)nc(C(=O)c1ccccc1)n2C1CCCCC1,IC50=44000nM,4.40E+04,-5,2.14E+05,
CHEMBL382966,O=C(O)C(=O)/C=C(\O)c1cccc(OCc2ccc(-c3ccccc3)cc2)c1,IC50=50000nM,5.00E+04,-5,2.14E+05,
CHEMBL202987,O=c1c(-c2nc(O)c3ccccc3n2)c(O)c2cc(F)ccc2n1CCC1CC1,IC50>10000nM,1.00E+04,-5,2.14E+05,
CHEMBL203738,O=C(O)c1nc(-c2cc3ccccc3s2)nc(O)c1O,IC50=11600nM,1.16E+04,-5,2.14E+05,
CHEMBL426277,O=C(CCc1ccc(C(F)(F)F)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,IC50=370nM,3.70E+02,-5,2.14E+05,
CHEMBL214031,O=C(O)c1ccc2c(C3CCCCC3)c(-c3ccccn3)[nH]c2c1,IC50=230nM,2.30E+02,-5,2.14E+05,
CHEMBL370137,COc1cccc(/C=C2\SC(=S)N(NS(=O)(=O)c3ccccc3)C2=O)c1,IC50=5000nM,5.00E+03,-5,2.14E+05,
CHEMBL203575,Cn1c(-c2sccc2NC(=O)Nc2ccccc2Cl)nc(C(=O)O)c(O)c1=O,IC50=1200nM,1.20E+03,-5,2.14E+05,
CHEMBL205990,O=C(Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1)OCc1c(Cl)cccc1Cl,IC50>500nM,5.00E+02,-5,2.14E+05,
CHEMBL2236457,N#Cc1c(-c2ccc(Br)cc2)nc(SCC2CCCCO2)[nH]c1=O,IC50=50118.72nM,5.01E+04,-5,2.14E+05,
CHEMBL188277,COC(=O)c1nc(-c2ccc(Cl)cc2)nc(O)c1O,IC50=30000nM,3.00E+04,-5,2.14E+05,
CHEMBL202405,CC(C)(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50=21nM,2.10E+01,-5,2.14E+05,
CHEMBL193981,O=C(O)/C(=C/c1ccc(Oc2ccccc2F)cc1)NC(=O)c1ccccc1,IC50=6900nM,6.90E+03,-5,2.14E+05,
CHEMBL2236457,N#Cc1c(-c2ccc(Br)cc2)nc(SCC2CCCCO2)[nH]c1=O,IC50=50000nM,5.00E+04,-5,2.14E+05,
CHEMBL176905,O=C(O)c1ccc2[nH]cc(C[C@H](NC(=O)c3ccc4c(c3)nc(-c3ccoc3)n4C3CCCCC3)C(=O)O)c2c1,IC50=20nM,2.00E+01,-5,2.14E+05,
CHEMBL205990,O=C(Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1)OCc1c(Cl)cccc1Cl,IC50>1000nM,1.00E+03,-5,2.14E+05,
CHEMBL369958,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2cccc(C)c2)sc2c1CCCC2,IC50=900nM,9.00E+02,-5,2.14E+05,
CHEMBL208843,Cc1nc(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c(-c2ccc(Cl)cc2)o1,IC50=580nM,5.80E+02,-5,2.14E+05,
CHEMBL174670,CC(=O)Nc1ccc2[nH]cc(C[C@H](NC(=O)c3ccc4c(c3)nc(-c3ccoc3)n4C3CCCCC3)C(=O)O)c2c1,IC50=60nM,6.00E+01,-5,2.14E+05,
CHEMBL108253,O=C(O)C(=O)/C=C(\O)c1cccc(OCc2ccccc2)c1,IC50=8000nM,8.00E+03,-5,2.14E+05,
CHEMBL372359,O=C(O)C(=O)/C=C(\O)c1cccc(OCc2ccsc2C(=O)O)c1,IC50=950nM,9.50E+02,-5,2.14E+05,
CHEMBL194460,O=C(O)C(=O)/C=C(\O)c1ccc(Cc2ccc(F)cc2)s1,IC50=65000nM,6.50E+04,-5,2.14E+05,
CHEMBL193242,CN(C)C1CCN(C(=O)Cn2c(C3=CCCCC3)c(C3CCCCC3)c3ccc(C(=O)O)cc32)CC1,IC50=18nM,1.80E+01,-5,2.14E+05,
CHEMBL197815,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccccc2C(F)(F)F)sc2c1CCC(C)(C)C2,IC50=50nM,5.00E+01,-5,2.14E+05,
CHEMBL194466,O=C(O)C(=O)/C=C(\O)c1cccn1Cc1ccc2ccccc2c1,IC50=13000nM,1.30E+04,-5,2.14E+05,
CHEMBL195772,O=C(O)/C(=C/c1ccc(Oc2ccccc2)cc1)NC(=O)c1ccccc1,IC50=17000nM,1.70E+04,-5,2.14E+05,
CHEMBL206461,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3ccccc3)cc1)n2C1CCCC1,IC50=3200nM,3.20E+03,-5,2.14E+05,
CHEMBL3121492,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@]23CCO3)c(=O)n1,IC50>100000nM,1.00E+05,-5,2.14E+05,
CHEMBL181724,O=C(O)c1cnc(N(C(=O)c2ccc(Oc3ccccc3)cc2)C2CCSCC2)s1,IC50=13000nM,1.30E+04,-5,2.14E+05,
CHEMBL384794,O=C(O)c1cc2c(nc(-c3ccccc3)n2C2CCCCC2)s1,IC50=13800nM,1.38E+04,-5,2.14E+05,
CHEMBL368583,Cc1c(-c2nc3cc(C(=O)O)ccc3n2C2CCCCC2)[nH]c2ccccc12,IC50>30000nM,3.00E+04,-5,2.14E+05,
CHEMBL4278943,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(C)c(-c3cccc(C(=O)NC(C)(C)C)c3)cc12,IC50=362nM,3.62E+02,-5,2.14E+05,
CHEMBL387310,Cc1c(-c2ccccn2)n(C2CCCCC2)c2ccc(C(=O)O)cc12,IC50=820nM,8.20E+02,-5,2.14E+05,
CHEMBL181908,O=[N+]([O-])c1ccc(-c2nc3ncnc(O)c3nc2-c2ccccc2)cc1,IC50=30000nM,3.00E+04,-5,2.14E+05,
CHEMBL203783,CC(C)(C)CCN1C(=O)C(C2=NS(=O)(=O)c3ccccc3N2)=C(O)[C@@H]1C1CCCCC1,IC50=486nM,4.86E+02,-5,2.14E+05,
CHEMBL427375,N#CCCCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50=750nM,7.50E+02,-5,2.14E+05,
CHEMBL179943,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cccnc2n1Cc1ccccc1,IC50=83nM,8.30E+01,-5,2.14E+05,
CHEMBL353549,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1,IC50=400nM,4.00E+02,-5,2.14E+05,
CHEMBL210671,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)NCCN)ccc3N2)c(O)c2cccnc21,IC50=10nM,1.00E+01,-5,2.14E+05,
CHEMBL211709,O=c1c(C2=NS(=O)(=O)c3cccc(O)c3N2)c(O)c2cccnc2n1Cc1ccccc1,IC50=8370nM,8.37E+03,-5,2.14E+05,
CHEMBL215736,COc1ccc(CCC2(C3CCCC3)CC(=O)CC(=O)O2)cc1F,IC50=890nM,8.90E+02,-5,2.14E+05,
CHEMBL211213,CN(C)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c1,IC50=63nM,6.30E+01,-5,2.14E+05,
CHEMBL205990,O=C(Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1)OCc1c(Cl)cccc1Cl,IC50=5390nM,5.39E+03,-5,2.14E+05,
CHEMBL208843,Cc1nc(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c(-c2ccc(Cl)cc2)o1,IC50=580nM,5.80E+02,-5,2.14E+05,
CHEMBL192222,O=C(Cc1ccc(F)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,IC50=2200nM,2.20E+03,-5,2.14E+05,
CHEMBL4464932,COc1ccc(N2CN=c3s/c(=C/c4ccccc4)c(=O)n3C2)cc1,IC50=749.89nM,7.50E+02,-5,2.14E+05,
CHEMBL206793,Cc1cccc(Cl)c1CNC(=O)Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1,IC50=90nM,9.00E+01,-5,2.14E+05,
CHEMBL206569,O=C(Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1)c1ccccc1,IC50=800nM,8.00E+02,-5,2.14E+05,
CHEMBL382159,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(OCCCC#N)ccc21,IC50=4328nM,4.33E+03,-5,2.14E+05,
CHEMBL4545438,COP(=O)(Nc1nn(-c2ccc(-c3cc4nccc(N)n4n3)cc2)cc1C(=O)O)c1ccc(C)cc1C,IC50=75.3nM,7.53E+01,-5,2.14E+05,
CHEMBL238897,COc1cccc(CNS(=O)(=O)Nc2ccc3c(c2)S(=O)(=O)N=C(c2c(O)c4cccnc4n(CCC(C)C)c2=O)N3)c1,IC50=15nM,1.50E+01,-5,2.14E+05,
CHEMBL204321,O=C(Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1)OCc1ccccc1,IC50=290nM,2.90E+02,-5,2.14E+05,
CHEMBL2236433,N#Cc1c(-c2ccc(Br)cc2)nc(SCc2ccc(OC(F)(F)F)cc2)[nH]c1=O,IC50=8709.64nM,8.71E+03,-5,2.14E+05,
CHEMBL4442797,COc1ccc(N2CN=c3s/c(=C/c4ccccc4Cl)c(=O)n3C2)cc1,IC50=1258.93nM,1.26E+03,-5,2.14E+05,
CHEMBL424973,CC(Sn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cccnc21)c1ccccc1,IC50=4630nM,4.63E+03,-5,2.14E+05,
CHEMBL188448,O=C(O)c1nc(-c2ccc(Cl)cc2)nc(O)c1O,IC50=29000nM,2.90E+04,-5,2.14E+05,
CHEMBL180551,O=C(O)c1cnc(N(C(=O)c2ccc(OCc3cccc(F)c3)cc2)C2CCCCC2)s1,IC50=6500nM,6.50E+03,-5,2.14E+05,
CHEMBL212728,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)NC(=O)OCCN)ccc3N2)c(O)c2cccnc21,IC50=21nM,2.10E+01,-5,2.14E+05,
CHEMBL203254,CC1CC1Cn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50=41nM,4.10E+01,-5,2.14E+05,
CHEMBL4450833,COc1ccc(N2CN=c3s/c(=C/c4ccc(F)cc4)c(=O)n3C2)cc1,IC50=70nM,7.00E+01,-5,2.14E+05,
CHEMBL4460709,O=C(CN1C(=O)S/C(=C\c2ccccc2Cl)C1=O)Nc1ccc(Cl)cc1,IC50=2990nM,2.99E+03,-5,2.14E+05,
CHEMBL4279412,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(NCC(F)(F)F)c(-c3cccc(C(=O)NC(C)(C)c4noc(C)n4)c3)cc12,IC50=17nM,1.70E+01,-5,2.14E+05,
CHEMBL4439768,COc1ccc(N2CN=c3s/c(=C/c4ccc(Cl)cc4Cl)c(=O)n3C2)cc1,IC50=220nM,2.20E+02,-5,2.14E+05,
CHEMBL4294791,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(CCCCO)c(-c3cccc(C(=O)NC(C)(C)C)c3)cc12,IC50=187nM,1.87E+02,-5,2.14E+05,
CHEMBL185682,O=C(O)c1sc(-c2ccccc2)cc1NS(=O)(=O)c1ccccn1,IC50=25000nM,2.50E+04,-4.9,2.54E+05,
CHEMBL2236435,Cc1cccc(-c2nc(SCc3cccc([N+](=O)[O-])c3)[nH]c(=O)c2C#N)c1,IC50=20417.38nM,2.04E+04,-4.9,2.54E+05,
CHEMBL212470,O=c1c(C2=NS(=O)(=O)c3cccc(Br)c3N2)c(O)c2cccnc2n1Cc1ccccc1,IC50=1170nM,1.17E+03,-4.9,2.54E+05,
CHEMBL367225,O=C(N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1,IC50=50nM,5.00E+01,-4.9,2.54E+05,
CHEMBL2236432,N#Cc1c(-c2ccc(Br)cc2)nc(SCc2ccccc2C(F)(F)F)[nH]c1=O,IC50=7100nM,7.10E+03,-4.9,2.54E+05,
CHEMBL178784,O=C(O)c1ccc2c(C3CCCCC3)c(-c3ccc(O)cc3)[nH]c2c1,IC50=4.8nM,4.80E+00,-4.9,2.54E+05,
CHEMBL369535,O=C(O)c1cnc(N(C(=O)c2ccc(Oc3ccccc3)cc2)C2CCCCC2)s1,IC50=7000nM,7.00E+03,-4.9,2.54E+05,
CHEMBL210674,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)NN4CCC4)ccc3N2)c(O)c2cccnc21,IC50=24nM,2.40E+01,-4.9,2.54E+05,
CHEMBL378748,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)NC4CCCC4)ccc3N2)c(O)c2cccnc21,IC50=39nM,3.90E+01,-4.9,2.54E+05,
CHEMBL369000,CC(C)(Oc1ccc2[nH]cc(C[C@H](NC(=O)c3ccc4c(c3)nc(-c3ccoc3)n4C3CCCCC3)C(=O)O)c2c1)C(=O)O,IC50=100nM,1.00E+02,-4.9,2.54E+05,
CHEMBL379045,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(OCC#N)ccc3N2)c(O)c2cccnc21,IC50=141nM,1.41E+02,-4.9,2.54E+05,
CHEMBL2236448,Cc1cccc(CSc2nc(-c3cc(Cl)cc(Cl)c3)c(C#N)c(=O)[nH]2)c1,IC50=29512.09nM,2.95E+04,-4.9,2.54E+05,
CHEMBL195243,COc1ccccc1-c1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)O)o1,IC50=20000nM,2.00E+04,-4.9,2.54E+05,
CHEMBL370679,O=C(O)/C(=C/c1ccc(Oc2ccccc2I)cc1)NC(=O)c1ccccc1,IC50=40nM,4.00E+01,-4.9,2.54E+05,
CHEMBL208997,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(OCC(=O)N(C)C)ccc3N2)c(O)c2cccnc21,IC50=70nM,7.00E+01,-4.9,2.54E+05,
CHEMBL201999,NN1C(=O)/C(=C/c2ccc([N+](=O)[O-])cc2)SC1=S,IC50=1000nM,1.00E+03,-4.9,2.54E+05,
CHEMBL2236454,N#Cc1c(-c2ccc(Cl)cc2Cl)nc(SCCCc2ccccc2)[nH]c1=O,IC50=12000nM,1.20E+04,-4.9,2.54E+05,
CHEMBL2236433,N#Cc1c(-c2ccc(Br)cc2)nc(SCc2ccc(OC(F)(F)F)cc2)[nH]c1=O,IC50=8700nM,8.70E+03,-4.9,2.54E+05,
CHEMBL181109,CC(C)(C)CCNn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50=411nM,4.11E+02,-4.9,2.54E+05,
CHEMBL202032,COc1cccc(S(=O)(=O)NN2C(=S)S/C(=C\c3ccc(Cl)c(Cl)c3)C2O)c1,IC50=800nM,8.00E+02,-4.9,2.54E+05,
CHEMBL196421,O=C(O)C(=O)/C=C(\O)c1ccc(Cc2ccccc2)s1,IC50=68000nM,6.80E+04,-4.9,2.54E+05,
CHEMBL366574,O=C(O)COc1ccc2[nH]cc(C[C@H](NC(=O)c3ccc4c(c3)nc(-c3ccoc3)n4C3CCCCC3)C(=O)O)c2c1,IC50=19nM,1.90E+01,-4.9,2.54E+05,
CHEMBL188442,O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,IC50=100nM,1.00E+02,-4.9,2.54E+05,
CHEMBL362058,O=C(O)c1ccc2c(c1)nc(-c1ccco1)n2C1CCCCC1,IC50=3700nM,3.70E+03,-4.9,2.54E+05,
CHEMBL208843,Cc1nc(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c(-c2ccc(Cl)cc2)o1,IC50=1725837.89nM,1.73E+06,-4.9,2.54E+05,
CHEMBL380869,O=C(Nc1ccccc1)Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1,IC50=580nM,5.80E+02,-4.9,2.54E+05,
CHEMBL371882,O=C1/C(=C/c2ccc3ccccc3c2)SC(=S)N1NS(=O)(=O)c1ccccc1,IC50=3000nM,3.00E+03,-4.9,2.54E+05,
CHEMBL176662,O=C(O)c1ccc2c(c1)nc(-c1ccc[nH]1)n2C1CCCCC1,IC50=5900nM,5.90E+03,-4.9,2.54E+05,
CHEMBL192215,O=C(Cc1ccc(I)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,IC50=1000nM,1.00E+03,-4.9,2.54E+05,
CHEMBL2236454,N#Cc1c(-c2ccc(Cl)cc2Cl)nc(SCCCc2ccccc2)[nH]c1=O,IC50=12022.64nM,1.20E+04,-4.9,2.54E+05,
CHEMBL380002,CC(=O)N(c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c1)C(C)C,IC50=47643098.68nM,4.76E+07,-4.9,2.54E+05,
CHEMBL374931,C[C@@]1(O)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1cnc2c(N)ncnc21,IC50>100000nM,1.00E+05,-4.9,2.54E+05,
CHEMBL182728,C#CCOC(=O)N(CC(=O)O)C(=O)c1c(Br)ccc2c(C(F)(F)F)c(OC)ccc12,IC50=2900nM,2.90E+03,-4.9,2.54E+05,
CHEMBL201603,Cc1cccc2c1c(O)c(C1=NS(=O)(=O)c3ccccc3N1)c(=O)n2CCC(C)C,IC50=206nM,2.06E+02,-4.9,2.54E+05,
CHEMBL383063,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(NC(=O)CC(C)C)ccc21,IC50=6503nM,6.50E+03,-4.9,2.54E+05,
CHEMBL202326,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccc(Cl)cc21,IC50>10000nM,1.00E+04,-4.9,2.54E+05,
CHEMBL440760,CCOC(=O)c1c(NC(=O)NS(=O)(=O)N2CCN(C(C)=O)CC2)sc2c1CCC(C)(C)C2,IC50=600nM,6.00E+02,-4.9,2.54E+05,
CHEMBL176058,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50=200nM,2.00E+02,-4.9,2.54E+05,
CHEMBL175685,O=C(O)c1ccc2c(c1)nc(-c1ccccn1)n2C1CCC1,IC50=76000nM,7.60E+04,-4.9,2.54E+05,
CHEMBL379432,Cc1cccc2c1N=C(c1c(O)c3cccnc3n(Cc3ccccc3)c1=O)NS2(=O)=O,IC50=6700nM,6.70E+03,-4.9,2.54E+05,
CHEMBL368626,O=C(O)c1ccc2c(c1)nc(-c1ccccn1)n2C1CCCC1,IC50=12000nM,1.20E+04,-4.9,2.54E+05,
CHEMBL3121493,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@]23CCCO3)c(=O)n1,IC50>100000nM,1.00E+05,-4.9,2.54E+05,
CHEMBL4113906,C[C@]1(O)C(n2ccc(=O)[nH]c2=O)OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H]1O,IC50=1400nM,1.40E+03,-4.9,2.54E+05,
CHEMBL182020,Oc1ncnc2nc(-c3ccc(F)cc3)c(-c3ccc(F)cc3)nc12,IC50=500nM,5.00E+02,-4.9,2.54E+05,
