Molecule,Smiles,IC50,affinity(kcal/mol),rmsd l.b.,rmsd u.b.
CHEMBL180188,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2ccccc2)N1C(=O)c1ccc(C(F)(F)F)cc1,700,-7.2,5.072,7.282
CHEMBL360543,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2ccccn2)N1C(=O)c1ccc(C(F)(F)F)cc1,700,-7.8,0,0
CHEMBL180771,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2cccs2)N1C(=O)c1cccc2ccccc12,700,-3.7,0,0
CHEMBL427375,N#CCCCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,750,-10,0,0
CHEMBL427375,N#CCCCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,750,-8.8,1.78,3.97
CHEMBL427375,N#CCCCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,750,-7.9,1.751,2.408
CHEMBL427375,N#CCCCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,750,-7.4,2.849,7.996
CHEMBL427375,N#CCCCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,750,-7.2,1.362,2.106
CHEMBL202191,N#Cc1ccccc1Cn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,780,-8.3,0,0
CHEMBL202191,N#Cc1ccccc1Cn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,780,-6.1,2.048,3.886
CHEMBL202191,N#Cc1ccccc1Cn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,780,-5.3,1.901,5.08
CHEMBL179508,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2ccco2)N1C(=O)c1ccc(C(F)(F)F)cc1,800,-3.3,0,0
CHEMBL179508,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2ccco2)N1C(=O)c1ccc(C(F)(F)F)cc1,800,-2.9,3.857,6.757
CHEMBL179508,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2ccco2)N1C(=O)c1ccc(C(F)(F)F)cc1,800,-1.9,5.806,8.689
CHEMBL179508,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2ccco2)N1C(=O)c1ccc(C(F)(F)F)cc1,800,-1.2,4.284,7.182
CHEMBL202079,COCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,819,-9.4,0,0
CHEMBL202079,COCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,819,-9.4,2.221,7.275
CHEMBL202079,COCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,819,-9.3,1.39,3.42
CHEMBL202079,COCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,819,-9.1,2.232,7.593
CHEMBL202079,COCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,819,-8.1,2.569,7.436
CHEMBL202079,COCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,819,-7.7,2.751,8.224
CHEMBL202079,COCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,819,-6.9,1.949,4.043
CHEMBL202079,COCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,819,-6.6,1.456,2.194
CHEMBL413358,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2ccc(Cl)cc2)N1C(=O)c1ccc(C(F)(F)F)cc1,900,-5.9,0,0
CHEMBL413358,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2ccc(Cl)cc2)N1C(=O)c1ccc(C(F)(F)F)cc1,900,-4.4,6.432,8.522
CHEMBL413358,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2ccc(Cl)cc2)N1C(=O)c1ccc(C(F)(F)F)cc1,900,-3.3,5.627,7.51
CHEMBL439333,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(NC(=O)C3CCCC3)ccc21,973,1.1,0,0
CHEMBL439333,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(NC(=O)C3CCCC3)ccc21,973,2.3,1.447,1.945
CHEMBL439333,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(NC(=O)C3CCCC3)ccc21,973,3.3,2.475,9.36
CHEMBL439333,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(NC(=O)C3CCCC3)ccc21,973,4.1,3.045,9.458
CHEMBL181308,Cc1ccc([C@H]2[C@@H](C(=O)O)C[C@@](CC(C)C)(C(=O)O)N2C(=O)c2ccc(C(F)(F)F)cc2)cc1,1000,-7.2,0,0
CHEMBL181308,Cc1ccc([C@H]2[C@@H](C(=O)O)C[C@@](CC(C)C)(C(=O)O)N2C(=O)c2ccc(C(F)(F)F)cc2)cc1,1000,-4.3,5.005,7.15
CHEMBL202407,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(C(=O)O)ccc21,1035,-5.4,0,0
CHEMBL202407,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(C(=O)O)ccc21,1035,-4.4,2.823,8.11
CHEMBL202407,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(C(=O)O)ccc21,1035,-4.4,3.051,8.932
CHEMBL202407,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(C(=O)O)ccc21,1035,-4.2,2.049,2.592
CHEMBL201927,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCCCO,1301,-9.9,0,0
CHEMBL201927,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCCCO,1301,-9,1.65,3.604
CHEMBL201927,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCCCO,1301,-8.6,2.349,7.977
CHEMBL201927,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCCCO,1301,-8.3,2.344,8.26
CHEMBL201927,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCCCO,1301,-8.2,5.373,8.828
CHEMBL201927,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCCCO,1301,-7.8,1.531,1.997
CHEMBL201927,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCCCO,1301,-7.7,2.845,7.834
CHEMBL201927,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCCCO,1301,-7.6,1.516,2.204
CHEMBL202250,CCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,1550,-10.2,0,0
CHEMBL202250,CCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,1550,-10.1,2.303,7.898
CHEMBL202250,CCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,1550,-10,1.489,2.267
CHEMBL202250,CCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,1550,-9.9,2.205,7.26
CHEMBL202250,CCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,1550,-8.7,6.065,8.258
CHEMBL202250,CCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,1550,-8,2.108,4.034
CHEMBL202250,CCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,1550,-7.6,2.189,8.175
CHEMBL202250,CCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,1550,-7.5,5.086,7.774
CHEMBL175177,O=C(O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1,1600,-8,0,0
CHEMBL175177,O=C(O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1,1600,-7.7,4.11,8.113
CHEMBL175177,O=C(O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1,1600,-7.5,1.555,3.967
CHEMBL175177,O=C(O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1,1600,-7.5,4.329,7.176
CHEMBL175177,O=C(O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1,1600,-6.9,2.39,7.624
CHEMBL175177,O=C(O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1,1600,-6.6,1.967,6.903
CHEMBL175177,O=C(O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1,1600,-6.4,1.811,6.872
CHEMBL361429,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2cccs2)N1C(=O)c1ccc(Cl)cc1,1700,-6.4,0,0
CHEMBL361429,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2cccs2)N1C(=O)c1ccc(Cl)cc1,1700,-5.5,0.685,1.625
CHEMBL425757,COCCOc1ccc2c(c1)c(O)c(C1=NS(=O)(=O)c3ccccc3N1)c(=O)n2CCC(C)C,1741,-6.9,0,0
CHEMBL425757,COCCOc1ccc2c(c1)c(O)c(C1=NS(=O)(=O)c3ccccc3N1)c(=O)n2CCC(C)C,1741,-6.7,2.145,4.234
CHEMBL425757,COCCOc1ccc2c(c1)c(O)c(C1=NS(=O)(=O)c3ccccc3N1)c(=O)n2CCC(C)C,1741,-5.2,1.324,2.262
CHEMBL425757,COCCOc1ccc2c(c1)c(O)c(C1=NS(=O)(=O)c3ccccc3N1)c(=O)n2CCC(C)C,1741,-4.8,2.767,8.342
CHEMBL425757,COCCOc1ccc2c(c1)c(O)c(C1=NS(=O)(=O)c3ccccc3N1)c(=O)n2CCC(C)C,1741,-4.5,1.387,2.133
CHEMBL425757,COCCOc1ccc2c(c1)c(O)c(C1=NS(=O)(=O)c3ccccc3N1)c(=O)n2CCC(C)C,1741,-4.2,2.474,4.693
CHEMBL360800,O=C(O)[C@H]1C[C@@](Cc2ccccc2)(C(=O)O)N(C(=O)c2ccc(C(F)(F)F)cc2)[C@H]1c1ccccc1,1900,-6.2,0,0
CHEMBL360800,O=C(O)[C@H]1C[C@@](Cc2ccccc2)(C(=O)O)N(C(=O)c2ccc(C(F)(F)F)cc2)[C@H]1c1ccccc1,1900,-4.5,4.488,6.756
CHEMBL202606,CCOC(=O)n1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2036,-9.9,0,0
CHEMBL202606,CCOC(=O)n1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2036,-9,2.64,7.827
CHEMBL202606,CCOC(=O)n1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2036,-7.7,1.272,3.434
CHEMBL202606,CCOC(=O)n1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2036,-7,2.578,8.335
CHEMBL202606,CCOC(=O)n1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2036,-7,1.606,2.416
CHEMBL201305,CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2220,-10.4,0,0
CHEMBL201305,CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2220,-10.2,2.012,7.26
CHEMBL201305,CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2220,-10.1,1.516,2.312
CHEMBL201305,CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2220,-9.8,2.163,7.782
CHEMBL201305,CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2220,-9.1,6.018,8.035
CHEMBL201305,CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2220,-8.6,6.088,8.398
CHEMBL201305,CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2220,-7.9,2.106,3.901
CHEMBL381699,CS(=O)(=O)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2322,-8.9,0,0
CHEMBL381699,CS(=O)(=O)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2322,-8.8,2.155,3.874
CHEMBL381699,CS(=O)(=O)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2322,-8.2,2.351,8.233
CHEMBL381699,CS(=O)(=O)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2322,-8.1,1.94,8.52
CHEMBL381699,CS(=O)(=O)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2322,-7.7,2.339,8.096
CHEMBL381699,CS(=O)(=O)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2322,-7.3,1.54,1.983
CHEMBL381699,CS(=O)(=O)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2322,-6.7,5.108,8.945
CHEMBL381699,CS(=O)(=O)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2322,-6.5,4.489,9.199
CHEMBL381699,CS(=O)(=O)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2322,-6.3,1.717,2.338
CHEMBL203369,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2C)c(O)c2ccccc21,2429,-7.9,0,0
CHEMBL203369,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2C)c(O)c2ccccc21,2429,-7.8,2.363,8.246
CHEMBL203369,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2C)c(O)c2ccccc21,2429,-7.6,5.347,8.2
CHEMBL203369,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2C)c(O)c2ccccc21,2429,-7.5,2.407,7.535
CHEMBL203369,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2C)c(O)c2ccccc21,2429,-7.1,2.003,7.945
CHEMBL203369,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2C)c(O)c2ccccc21,2429,-6.4,1.99,7.229
CHEMBL203369,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2C)c(O)c2ccccc21,2429,-5.9,1.52,2.411
CHEMBL203369,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2C)c(O)c2ccccc21,2429,-5.1,1.926,7.97
CHEMBL203369,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2C)c(O)c2ccccc21,2429,-5,1.835,4.584
CHEMBL381497,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1Cc1ccc([N+](=O)[O-])cc1,2442,-7.9,0,0
CHEMBL381497,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1Cc1ccc([N+](=O)[O-])cc1,2442,-7,3.073,8.634
CHEMBL381497,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1Cc1ccc([N+](=O)[O-])cc1,2442,-6.7,1.558,2.38
CHEMBL381497,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1Cc1ccc([N+](=O)[O-])cc1,2442,-6.2,3.177,9.29
CHEMBL202325,C[S+]([O-])CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2537,-9.5,0,0
CHEMBL202325,C[S+]([O-])CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2537,-9.4,1.876,3.653
CHEMBL202325,C[S+]([O-])CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2537,-9.1,2.421,8.053
CHEMBL202325,C[S+]([O-])CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2537,-8.9,1.954,8.335
CHEMBL202325,C[S+]([O-])CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2537,-8.1,5.202,8.75
CHEMBL202325,C[S+]([O-])CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2537,-7.9,2.435,7.848
CHEMBL202325,C[S+]([O-])CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2537,-7.6,1.604,1.886
CHEMBL202325,C[S+]([O-])CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2537,-7.3,5.78,8.453
CHEMBL202325,C[S+]([O-])CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,2537,-7.3,1.441,2.164
CHEMBL200985,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1Cc1ccccn1,2694,-9.3,0,0
CHEMBL200985,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1Cc1ccccn1,2694,-7.7,1.819,3.631
CHEMBL201040,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCCO,2815,-9.9,0,0
CHEMBL201040,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCCO,2815,-9.8,2.311,7.964
CHEMBL201040,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCCO,2815,-9.6,2.201,7.255
CHEMBL201040,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCCO,2815,-9.6,1.461,2.224
CHEMBL201040,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCCO,2815,-8.9,1.657,1.904
CHEMBL201040,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCCO,2815,-8.4,5.242,7.908
CHEMBL201040,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCCO,2815,-7.8,5.11,7.839
CHEMBL201040,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCCO,2815,-7.7,2.309,4.226
CHEMBL201040,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCCO,2815,-7.4,2.285,8.233
CHEMBL4640738,CCCC1(CC(=O)O)OCCC2c3c(CC)ccc(Cl)c3NC21,3000,-9.6,0,0
CHEMBL4640738,CCCC1(CC(=O)O)OCCC2c3c(CC)ccc(Cl)c3NC21,3000,-8.9,7.455,8.768
CHEMBL4640738,CCCC1(CC(=O)O)OCCC2c3c(CC)ccc(Cl)c3NC21,3000,-8.9,2.007,4.287
CHEMBL4640738,CCCC1(CC(=O)O)OCCC2c3c(CC)ccc(Cl)c3NC21,3000,-8.5,3.697,5.325
CHEMBL4640738,CCCC1(CC(=O)O)OCCC2c3c(CC)ccc(Cl)c3NC21,3000,-8.4,3.427,5.133
CHEMBL4640738,CCCC1(CC(=O)O)OCCC2c3c(CC)ccc(Cl)c3NC21,3000,-8.4,6.872,8.95
CHEMBL4640738,CCCC1(CC(=O)O)OCCC2c3c(CC)ccc(Cl)c3NC21,3000,-8.4,6.244,7.843
CHEMBL4640738,CCCC1(CC(=O)O)OCCC2c3c(CC)ccc(Cl)c3NC21,3000,-8.3,6.529,8.157
CHEMBL4640738,CCCC1(CC(=O)O)OCCC2c3c(CC)ccc(Cl)c3NC21,3000,-8.3,7.259,8.558
CHEMBL206461,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3ccccc3)cc1)n2C1CCCC1,3200,-10.3,0,0
CHEMBL206461,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3ccccc3)cc1)n2C1CCCC1,3200,-9.9,2.73,7.82
CHEMBL206461,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3ccccc3)cc1)n2C1CCCC1,3200,-9.3,2.7,7.752
CHEMBL206461,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3ccccc3)cc1)n2C1CCCC1,3200,-8.8,2.748,3.563
CHEMBL206461,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3ccccc3)cc1)n2C1CCCC1,3200,-8.8,4.398,6.196
CHEMBL206461,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3ccccc3)cc1)n2C1CCCC1,3200,-8.8,3.889,7.099
CHEMBL206461,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3ccccc3)cc1)n2C1CCCC1,3200,-8.5,2.596,7.28
CHEMBL206461,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3ccccc3)cc1)n2C1CCCC1,3200,-8.5,2.53,4.427
CHEMBL206461,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3ccccc3)cc1)n2C1CCCC1,3200,-8.1,4.01,5.992
CHEMBL178557,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2cccs2)N1C(=O)c1ccc([N+](=O)[O-])cc1,3200,-1.6,0,0
CHEMBL178557,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2cccs2)N1C(=O)c1ccc([N+](=O)[O-])cc1,3200,-0.1,6.447,9.306
CHEMBL178557,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2cccs2)N1C(=O)c1ccc([N+](=O)[O-])cc1,3200,0.1,5.284,7.935
CHEMBL433580,CCCC[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2ccccc2)N1C(=O)c1ccc(C(F)(F)F)cc1,3300,-8.2,0,0
CHEMBL433580,CCCC[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2ccccc2)N1C(=O)c1ccc(C(F)(F)F)cc1,3300,-8.1,4.915,7.118
CHEMBL201034,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(OCc3ccccc3)ccc21,3950,-7.7,0,0
CHEMBL201034,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(OCc3ccccc3)ccc21,3950,-6.5,2.192,4.272
CHEMBL202005,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(NC(=O)c3ccccc3)ccc21,4235,3.1,0,0
CHEMBL202005,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(NC(=O)c3ccccc3)ccc21,4235,4.8,1.578,2.237
CHEMBL202005,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(NC(=O)c3ccccc3)ccc21,4235,5.2,2.286,3.122
CHEMBL382159,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(OCCCC#N)ccc21,4328,-6.8,0,0
CHEMBL382159,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(OCCCC#N)ccc21,4328,-6.5,2.115,4.255
CHEMBL382159,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(OCCCC#N)ccc21,4328,-5.7,1.751,2.779
CHEMBL382159,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(OCCCC#N)ccc21,4328,-4,2.33,4.642
CHEMBL382159,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(OCCCC#N)ccc21,4328,-3.8,2.714,8.792
