Molecule ChEMBL ID,Smiles,Standard Value,IC50(nM),¦¤G, predict affinity(kcal/mol),difference,annotation
CHEMBL180951,COC(=O)C1CCCN1Nc1ncnc2nc(-c3ccc(F)cc3)c(-c3ccc(F)cc3)nc12,IC50 = 51000,5.10E+04,-6.2,2.82E+04,-2.28E+04,
CHEMBL109969,O=C(O)c1oc(COCc2ccccc2)cc(=O)c1O,IC50 > 100000,1.00E+05,-5.6,7.77E+04,-2.23E+04,
CHEMBL109516,O=C(O)c1cc(=O)c(O)c(C(=O)O)o1,IC50 > 100000,1.00E+05,-5.6,7.77E+04,-2.23E+04,
CHEMBL360715,Oc1ncnc2nc3c(nc12)C1CCCCC31,IC50 > 100000,1.00E+05,-5.6,7.77E+04,-2.23E+04,
CHEMBL213082,O=C(O)c1cc2nc(-c3ccccc3)n(C3CCCCC3)c2[nH]1,IC50 > 50000,5.00E+04,-6.2,2.82E+04,-2.18E+04,
CHEMBL440562,O=C(O)c1nc(-c2ccccc2)nc(O)c1O,IC50 = 30000,3.00E+04,-6.9,8.64E+03,-2.14E+04,
CHEMBL368583,Cc1c(-c2nc3cc(C(=O)O)ccc3n2C2CCCCC2)[nH]c2ccccc12,IC50 > 30000,3.00E+04,-6.9,8.64E+03,-2.14E+04,
CHEMBL364460,O=C(O)/C(=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)NC(=O)c1ccccc1,IC50 = 25000,2.50E+04,-7.4,3.71E+03,-2.13E+04,
CHEMBL203976,O=C(O)c1nc(C2CCCCC2)nc(O)c1O,IC50 > 25000,2.50E+04,-7.4,3.71E+03,-2.13E+04,
CHEMBL177588,O=C(O)c1ccc2c(c1)nc(-c1ccccn1)n2C1CCCCCC1,IC50 = 49000,4.90E+04,-6.2,2.82E+04,-2.08E+04,
CHEMBL2236441,Cc1ccccc1-c1nc(SCc2cccc([N+](=O)[O-])c2)[nH]c(=O)c1C#N,IC50 = 37153.52,3.72E+04,-6.5,1.70E+04,-2.02E+04,
CHEMBL362625,O=[N+]([O-])c1ccc(-c2nc3c(O)ncnc3nc2-c2ccccc2)cc1,IC50 = 23000,2.30E+04,-7.4,3.71E+03,-1.93E+04,
CHEMBL197118,O=C(O)C(=O)/C=C(\O)c1cnc2cc(Cl)ccc2c1O,IC50 = 26000,2.60E+04,-7,7.30E+03,-1.87E+04,
CHEMBL198878,O=C(O)C(=O)/C=C(\O)c1cc2c(s1)-c1cc(F)ccc1OC2,IC50 = 27000,2.70E+04,-6.9,8.64E+03,-1.84E+04,
CHEMBL4112513,C[C@@H](OP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@](C)(O)[C@@H]1O,IC50 = 65000,6.50E+04,-5.9,4.68E+04,-1.82E+04,
CHEMBL193525,O=C(O)/C(=C/c1ccc(-c2ccc(OC(F)(F)F)cc2)o1)NC(=O)c1ccccc1,IC50 = 22000,2.20E+04,-7.3,4.40E+03,-1.76E+04,
CHEMBL194519,O=C(O)C(=O)/C=C(\O)c1cccc(Oc2ccccc2)c1,IC50 = 19000,1.90E+04,-7.7,2.24E+03,-1.68E+04,
CHEMBL195772,O=C(O)/C(=C/c1ccc(Oc2ccccc2)cc1)NC(=O)c1ccccc1,IC50 = 17000,1.70E+04,-8.1,1.14E+03,-1.59E+04,
CHEMBL372984,O=C(O)C(=O)/C=C(\O)c1cccn1Cc1ccccc1Cl,IC50 = 24000,2.40E+04,-6.9,8.64E+03,-1.54E+04,
CHEMBL360050,CC(C)COn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cccnc21,IC50 = 20500,2.05E+04,-7.2,5.21E+03,-1.53E+04,
CHEMBL377240,O=c1c(C2=NS(=O)(=O)c3cc(Br)ccc3N2)c(O)c2cccnc2n1Cc1ccccc1,IC50 = 16750,1.68E+04,-7.9,1.60E+03,-1.52E+04,
CHEMBL188307,O=C(O)c1nc(-c2cccc(OCc3ccccc3)c2)nc(O)c1O,IC50 = 15000,1.50E+04,-9.2,1.77E+02,-1.48E+04,
CHEMBL188448,O=C(O)c1nc(-c2ccc(Cl)cc2)nc(O)c1O,IC50 = 29000,2.90E+04,-6.6,1.43E+04,-1.47E+04,
CHEMBL371719,O=C(O)C(=O)/C=C(\O)c1cccc(NCc2ccccc2)c1,IC50 = 17000,1.70E+04,-7.5,3.14E+03,-1.39E+04,
CHEMBL372525,O=C(O)C(=O)/C=C(O)/C=C/c1c[nH]c2ccc(Cl)cc12,IC50 = 18000,1.80E+04,-7.3,4.40E+03,-1.36E+04,
CHEMBL195300,O=C(Nc1ccccc1O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,IC50 = 15000,1.50E+04,-7.9,1.60E+03,-1.34E+04,
CHEMBL187480,O=C(O)c1sc(-c2ccccc2)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cn1,IC50 = 15000,1.50E+04,-7.8,1.89E+03,-1.31E+04,
CHEMBL2236431,N#Cc1c(-c2ccc(Br)cc2)nc(SCc2cccc([N+](=O)[O-])c2)[nH]c1=O,IC50 = 14125.38,1.41E+04,-8.1,1.14E+03,-1.30E+04,
CHEMBL2236439,N#Cc1c(-c2cccc(C(F)(F)F)c2)nc(SCc2cccc([N+](=O)[O-])c2)[nH]c1=O,IC50 = 13182.57,1.32E+04,-8.8,3.49E+02,-1.29E+04,
CHEMBL2236431,N#Cc1c(-c2ccc(Br)cc2)nc(SCc2cccc([N+](=O)[O-])c2)[nH]c1=O,IC50 = 14000,1.40E+04,-8.1,1.14E+03,-1.29E+04,
CHEMBL439327,CCCC1(CC(=O)O)CCCc2c1[nH]c1c(C(N)=O)ccc(C#N)c21,IC50 > 33000,3.30E+04,-6.4,2.01E+04,-1.29E+04,
CHEMBL371601,O=C(CCC1CCCCC1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,IC50 = 13000,1.30E+04,-8.8,3.49E+02,-1.27E+04,
CHEMBL2236439,N#Cc1c(-c2cccc(C(F)(F)F)c2)nc(SCc2cccc([N+](=O)[O-])c2)[nH]c1=O,IC50 = 13000,1.30E+04,-8.7,4.13E+02,-1.26E+04,
CHEMBL192409,O=C(CCC1CCCC1)N/C(=C\c1ccc(Oc2ccc(F)cc2Br)cc1)C(=O)O,IC50 = 15000,1.50E+04,-7.6,2.65E+03,-1.24E+04,
CHEMBL2236459,N#Cc1c(-c2cccc(C(F)(F)F)c2)nc(SCCC(=O)Oc2ccccc2)[nH]c1=O,IC50 = 13000,1.30E+04,-8.3,8.12E+02,-1.22E+04,
CHEMBL384794,O=C(O)c1cc2c(nc(-c3ccccc3)n2C2CCCCC2)s1,IC50 = 13800,1.38E+04,-7.9,1.60E+03,-1.22E+04,
CHEMBL206290,O=C(Nc1csc(-c2nc(O)c(O)c(C(=O)O)n2)c1)c1cccs1,IC50 = 13800,1.38E+04,-7.9,1.60E+03,-1.22E+04,
CHEMBL2236459,N#Cc1c(-c2cccc(C(F)(F)F)c2)nc(SCCC(=O)Oc2ccccc2)[nH]c1=O,IC50 = 12882.5,1.29E+04,-8.3,8.12E+02,-1.21E+04,
CHEMBL280721,O=C(O)[C@H](Cc1ccccc1)N(Cc1cccc(Br)c1)C(=O)c1ccccc1Cl,IC50 = 15000,1.50E+04,-7.5,3.14E+03,-1.19E+04,
CHEMBL194466,O=C(O)C(=O)/C=C(\O)c1cccn1Cc1ccc2ccccc2c1,IC50 = 13000,1.30E+04,-8,1.35E+03,-1.17E+04,
CHEMBL198366,COc1ccc(Cn2cccc2/C=C/C(O)=C/C(=O)C(=O)O)cc1,IC50 = 16000,1.60E+04,-7.3,4.40E+03,-1.16E+04,
CHEMBL184977,COC(=O)N(CC(=O)O)C(=O)c1c(-c2ccc(Cl)cc2)ccc2c(C(F)(F)F)c(OC)ccc12,IC50 > 20000,2.00E+04,-6.9,8.64E+03,-1.14E+04,
CHEMBL181058,Cc1ccsc1CNn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 = 15000,1.50E+04,-7.4,3.71E+03,-1.13E+04,
CHEMBL2236447,COc1cc(CSc2nc(-c3cc(Cl)cc(Cl)c3)c(C#N)c(=O)[nH]2)cc(OC)c1,IC50 = 34673.69,3.47E+04,-6.3,2.38E+04,-1.09E+04,
CHEMBL181724,O=C(O)c1cnc(N(C(=O)c2ccc(Oc3ccccc3)cc2)C2CCSCC2)s1,IC50 = 13000,1.30E+04,-7.7,2.24E+03,-1.08E+04,
CHEMBL191813,COc1ccccc1Oc1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)O)cc1,IC50 = 15000,1.50E+04,-7.3,4.40E+03,-1.06E+04,
CHEMBL188428,Oc1cccc(-c2ncc(O)c(O)n2)c1,IC50 > 50000,5.00E+04,-6,3.95E+04,-1.05E+04,
CHEMBL194300,O=C(O)C(=O)/C=C(\O)c1cccc(NC(=O)C(=O)O)c1,IC50 = 19000,1.90E+04,-6.9,8.64E+03,-1.04E+04,
CHEMBL2236437,COc1cc(CSc2nc(-c3cccc(C(F)(F)F)c3)c(C#N)c(=O)[nH]2)cc(OC)c1,IC50 = 11220.18,1.12E+04,-8.2,9.61E+02,-1.02E+04,
CHEMBL2236426,N#Cc1c(-c2ccc(F)cc2F)nc(SCc2ccccc2Br)[nH]c1=O,IC50 = 13182.57,1.32E+04,-7.5,3.14E+03,-1.01E+04,
CHEMBL2236429,N#Cc1c(-c2ccc(Cl)cc2Cl)nc(SCc2ccc(OC(F)(F)F)cc2)[nH]c1=O,IC50 = 11000,1.10E+04,-8.2,9.61E+02,-1.00E+04,
CHEMBL201350,CC(C)(C)c1ccc(Cn2c(=O)c(C3=NS(=O)(=O)c4ccccc4N3)c(O)c3ccccc32)cc1,IC50 > 10000,1.00E+04,-9.7,7.62E+01,-9.92E+03,
CHEMBL4212616,CC#C[C@@]1(F)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O.CCN(CC)CC.CCN(CC)CC.CCN(CC)CC.CCN(CC)CC,IC50 = 9900,9.90E+03,-,,-9.90E+03,"Conformer generation is disallowed since too many atoms, too flexible, mixture or salt"
CHEMBL176034,O=C(O)c1ccc2c(c1)nc(-c1ccc(Br)o1)n2C1CCCCC1,IC50 > 30000,3.00E+04,-6.4,2.01E+04,-9.88E+03,
CHEMBL2236429,N#Cc1c(-c2ccc(Cl)cc2Cl)nc(SCc2ccc(OC(F)(F)F)cc2)[nH]c1=O,IC50 = 11220.18,1.12E+04,-8,1.35E+03,-9.85E+03,
CHEMBL201231,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1Cc1ccccc1[N+](=O)[O-],IC50 > 10000,1.00E+04,-9.1,2.10E+02,-9.79E+03,
CHEMBL2236454,N#Cc1c(-c2ccc(Cl)cc2Cl)nc(SCCCc2ccccc2)[nH]c1=O,IC50 = 12000,1.20E+04,-7.7,2.24E+03,-9.76E+03,
CHEMBL2236454,N#Cc1c(-c2ccc(Cl)cc2Cl)nc(SCCCc2ccccc2)[nH]c1=O,IC50 = 12022.64,1.20E+04,-7.7,2.24E+03,-9.76E+03,
CHEMBL377075,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1-c1ccccc1,IC50 > 10000,1.00E+04,-8.9,2.94E+02,-9.71E+03,
CHEMBL201435,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCc1ccccc1,IC50 > 10000,1.00E+04,-8.8,3.49E+02,-9.65E+03,
CHEMBL424014,Cc1cc(S(=O)(=O)Nc2cc(-c3ccccc3)sc2C(N)=O)c(C)cc1Cl,IC50 = 14000,1.40E+04,-7.3,4.40E+03,-9.60E+03,
CHEMBL380341,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCCc1ccccc1,IC50 > 10000,1.00E+04,-8.7,4.13E+02,-9.59E+03,
CHEMBL2236430,COc1cc(CSc2nc(-c3ccc(Br)cc3)c(C#N)c(=O)[nH]2)cc(OC)c1,IC50 = 13182.57,1.32E+04,-7.4,3.71E+03,-9.49E+03,
CHEMBL180626,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCc1ccc(Br)cc1,IC50 = 10360,1.04E+04,-8.2,9.61E+02,-9.44E+03,
CHEMBL197626,O=C(O)C(=O)/C=C(O)/C=C/c1cccn1Cc1cccc(F)c1,IC50 = 18000,1.80E+04,-6.9,8.64E+03,-9.36E+03,
CHEMBL193596,O=C(Nc1ccc(O)cc1)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,IC50 = 12000,1.20E+04,-7.6,2.65E+03,-9.35E+03,
CHEMBL2236430,COc1cc(CSc2nc(-c3ccc(Br)cc3)c(C#N)c(=O)[nH]2)cc(OC)c1,IC50 = 13000,1.30E+04,-7.4,3.71E+03,-9.29E+03,
CHEMBL2236426,N#Cc1c(-c2ccc(F)cc2F)nc(SCc2ccccc2Br)[nH]c1=O,IC50 = 13000,1.30E+04,-7.4,3.71E+03,-9.29E+03,
CHEMBL182741,CCCCOCCCNc1ncnc2nc(-c3ccccc3)c(-c3ccccc3)nc12,IC50 = 87000,8.70E+04,-5.6,7.77E+04,-9.27E+03,
CHEMBL2373970,O=C(O)CN1C[C@@]23C4=C5c6c7c8c9c(c%10c%11c%12c%13c%14c%15c%16c%17c%18c%19c%20c%21c%22c%23c(c6c6c8c8c%24c9c%11c9c(c%16%12)c%17c%11c%19c%12c%21c%23c6c8c%12c%11c9%24)[C@@H]5[C@@H]5C=%22[C@H]6c8c5c4c(c-%14c8[C@H]%15[C@@H]%18[C@@H]%206)[C@@H]2[C@H]%13%10)[C@]73[C@@H]1C(=O)O,IC50 > 10000,1.00E+04,-8.3,8.12E+02,-9.19E+03,
CHEMBL202375,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCc1ccsc1,IC50 > 10000,1.00E+04,-8.3,8.12E+02,-9.19E+03,
CHEMBL202987,O=c1c(-c2nc(O)c3ccccc3n2)c(O)c2cc(F)ccc2n1CCC1CC1,IC50 > 10000,1.00E+04,-8.3,8.12E+02,-9.19E+03,
CHEMBL201256,O=S1(=O)N=C(c2c(O)nc3ccccc3c2O)Nc2ccccc21,IC50 > 10000,1.00E+04,-8.3,8.12E+02,-9.19E+03,
CHEMBL201457,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCc1cccs1,IC50 > 10000,1.00E+04,-8.3,8.12E+02,-9.19E+03,
CHEMBL426227,O=C(O)c1ccc2c(c1)nc(-c1ncc[nH]1)n2C1CCCCC1,IC50 = 10000,1.00E+04,-8.2,9.61E+02,-9.04E+03,
CHEMBL2236424,COc1cc(CSc2nc(-c3ccc(F)cc3F)c(C#N)c(=O)[nH]2)cc(OC)c1,IC50 = 19054.61,1.91E+04,-6.8,1.02E+04,-8.87E+03,
CHEMBL178076,COc1ccc(CCNC(=O)c2ccc3c(c2)nc(-c2ccccn2)n3C2CCCCC2)cc1OC,IC50 = 12000,1.20E+04,-7.5,3.14E+03,-8.86E+03,
CHEMBL368626,O=C(O)c1ccc2c(c1)nc(-c1ccccn1)n2C1CCCC1,IC50 = 12000,1.20E+04,-7.5,3.14E+03,-8.86E+03,
CHEMBL201360,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCO,IC50 > 10000,1.00E+04,-8,1.35E+03,-8.65E+03,
CHEMBL201634,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCN1CCCC1,IC50 > 10000,1.00E+04,-7.9,1.60E+03,-8.40E+03,
CHEMBL202423,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(N)c2ccccc21,IC50 > 10000,1.00E+04,-7.8,1.89E+03,-8.11E+03,
CHEMBL379608,COC(=O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1O,IC50 > 20000,2.00E+04,-6.7,1.21E+04,-7.88E+03,
CHEMBL3617579,O=C(NCCCc1ccccc1)c1nc2ccccc2c(=O)n1O,IC50 = 8800,8.80E+03,-8.1,1.14E+03,-7.66E+03,
CHEMBL182281,CCCCC(CC)CNc1ncnc2nc(-c3ccc(F)cc3)c(-c3ccc(F)cc3)nc12,IC50 = 10000,1.00E+04,-7.6,2.65E+03,-7.35E+03,
CHEMBL2236446,N#Cc1c(-c2ccccc2C(F)(F)F)nc(SCc2ccc(OC(F)(F)F)cc2)[nH]c1=O,IC50 = 9332.54,9.33E+03,-7.7,2.24E+03,-7.09E+03,
CHEMBL278785,O=C(O)[C@H](Cc1ccccc1)N(Cc1ccc(-c2cc3ccccc3o2)s1)C(=O)c1ccc(Cl)cc1Cl,IC50 = 8600,8.60E+03,-7.9,1.60E+03,-7.00E+03,
CHEMBL2236446,N#Cc1c(-c2ccccc2C(F)(F)F)nc(SCc2ccc(OC(F)(F)F)cc2)[nH]c1=O,IC50 = 9200,9.20E+03,-7.7,2.24E+03,-6.96E+03,
CHEMBL202449,CC(C)CCn1cc(C2=NS(=O)(=O)c3ccccc3N2)c(=O)c2ccccc21,IC50 > 10000,1.00E+04,-7.5,3.14E+03,-6.86E+03,
CHEMBL177733,O=C(N[C@@H](Cc1ccccc1)C(=O)O)c1ccc2c(c1)nc(-c1ccccn1)n2C1CCCCC1,IC50 = 7000,7.00E+03,-9.3,1.50E+02,-6.85E+03,
CHEMBL206022,O=C(O)c1ccc(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCC3)cc2)cc1,IC50 = 6700,6.70E+03,-9.7,7.62E+01,-6.62E+03,
CHEMBL2236433,N#Cc1c(-c2ccc(Br)cc2)nc(SCc2ccc(OC(F)(F)F)cc2)[nH]c1=O,IC50 = 8709.64,8.71E+03,-7.7,2.24E+03,-6.47E+03,
CHEMBL2236433,N#Cc1c(-c2ccc(Br)cc2)nc(SCc2ccc(OC(F)(F)F)cc2)[nH]c1=O,IC50 = 8700,8.70E+03,-7.7,2.24E+03,-6.46E+03,
CHEMBL2236442,COc1cc(CSc2nc(-c3cc(F)cc(F)c3)c(C#N)c(=O)[nH]2)cc(OC)c1,IC50 = 15000,1.50E+04,-6.9,8.64E+03,-6.36E+03,
CHEMBL210297,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3cc(N4CCCC4=O)ccc3-c3ccc(Cl)cc3)cc1F)n2C1CCCCC1,IC50 = 6400,6.40E+03,-9.7,7.62E+01,-6.32E+03,
CHEMBL361811,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCc1ccccc1Br,IC50 = 6720,6.72E+03,-8.6,4.89E+02,-6.23E+03,
CHEMBL174955,CCc1ccc(-c2nc3cc(C(=O)O)ccc3n2C2CCCCC2)s1,IC50 > 30000,3.00E+04,-6.3,2.38E+04,-6.18E+03,
CHEMBL174392,O=C(O)c1ccc2c(c1)nc(-c1ccc(C(=O)O)s1)n2C1CCCCC1,IC50 > 30000,3.00E+04,-6.3,2.38E+04,-6.18E+03,
CHEMBL372685,O=C(CCC1CCCC1)N/C(=C\c1ccc(Oc2ccccc2C(F)(F)F)cc1)C(=O)O,IC50 = 6300,6.30E+03,-9.2,1.77E+02,-6.12E+03,
CHEMBL370326,O=C(O)/C(=C/c1ccc(-c2cccc(C(F)(F)F)c2)o1)NC(=O)c1ccccc1,IC50 = 8700,8.70E+03,-7.6,2.65E+03,-6.05E+03,
CHEMBL361434,O=C(O)c1ccc2c(c1)nc(-c1ccccc1)n2C1CCCCC1,IC50 = 6500,6.50E+03,-8.6,4.89E+02,-6.01E+03,
CHEMBL2236432,N#Cc1c(-c2ccc(Br)cc2)nc(SCc2ccccc2C(F)(F)F)[nH]c1=O,IC50 = 7100,7.10E+03,-8,1.35E+03,-5.75E+03,
CHEMBL361163,O=C(O)c1cnc(N(C(=O)c2ccc(OCc3cccs3)cc2)C2CCCCC2)s1,IC50 = 7000,7.00E+03,-8,1.35E+03,-5.65E+03,
CHEMBL2236432,N#Cc1c(-c2ccc(Br)cc2)nc(SCc2ccccc2C(F)(F)F)[nH]c1=O,IC50 = 7244.36,7.24E+03,-7.9,1.60E+03,-5.64E+03,
CHEMBL193671,O=C(O)C(=O)/C=C(\O)c1cccc(OCc2cc(-c3ccccc3)on2)c1,IC50 = 6000,6.00E+03,-8.6,4.89E+02,-5.51E+03,
CHEMBL2017857,O=C(O)/C=C/c1ccc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCCC5)c5n(c4c3)CCCc3ocnc3-5)CCCC2)cc1,IC50 = 5850,5.85E+03,-8.8,3.49E+02,-5.50E+03,
CHEMBL192054,O=C(O)/C(=C/c1ccc(-c2ccccc2[N+](=O)[O-])o1)NC(=O)c1ccccc1,IC50 = 6900,6.90E+03,-7.9,1.60E+03,-5.30E+03,
CHEMBL176662,O=C(O)c1ccc2c(c1)nc(-c1ccc[nH]1)n2C1CCCCC1,IC50 = 5900,5.90E+03,-8.4,6.85E+02,-5.21E+03,
CHEMBL196012,O=C(O)C(=O)/C=C(\O)c1ccccc1Cc1ccc(F)cc1,IC50 = 8300,8.30E+03,-7.5,3.14E+03,-5.16E+03,
CHEMBL369535,O=C(O)c1cnc(N(C(=O)c2ccc(Oc3ccccc3)cc2)C2CCCCC2)s1,IC50 = 7000,7.00E+03,-7.8,1.89E+03,-5.11E+03,
CHEMBL4106781,C[C@@]1(N)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1c1cnc2c(N)ncnn12,IC50 = 6700,6.70E+03,-7.9,1.60E+03,-5.10E+03,
CHEMBL378495,O=C(O)c1cc2nc(-c3ccccc3)n(C3CCCCC3)c2s1,IC50 = 17200,1.72E+04,-6.7,1.21E+04,-5.08E+03,
CHEMBL2236449,COc1cc(CSc2nc(-c3ccc(C(C)C)cc3)c(C#N)c(=O)[nH]2)cc(OC)c1,IC50 = 25000,2.50E+04,-6.4,2.01E+04,-4.88E+03,
CHEMBL201797,COc1ccc(S(=O)(=O)NN2C(=S)S/C(=C\c3ccc(Cl)c(Cl)c3)C2O)cc1,IC50 = 6000,6.00E+03,-8.1,1.14E+03,-4.86E+03,
CHEMBL425704,O=C(O)c1cnc(N(C(=O)c2ccc(Oc3cccc(OC(F)(F)F)c3)cc2)C2CCCCC2)s1,IC50 = 5200,5.20E+03,-8.8,3.49E+02,-4.85E+03,
CHEMBL181754,O=C(O)c1cnc(N(C(=O)c2ccc(OCc3ccccn3)cc2)C2CCCCC2)s1,IC50 = 15000,1.50E+04,-6.8,1.02E+04,-4.77E+03,
CHEMBL2236444,COc1cc(CSc2nc(-c3ccccc3C(F)(F)F)c(C#N)c(=O)[nH]2)cc(OC)c1,IC50 = 12022.64,1.20E+04,-7,7.30E+03,-4.70E+03,
CHEMBL191749,O=C(CCC1CCCC1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,IC50 = 6000,6.00E+03,-8,1.35E+03,-4.65E+03,
CHEMBL366941,COc1ccc(CNC(=O)c2ccc3c(c2)nc(-c2ccccn2)n3C2CCCCC2)cc1OC,IC50 = 7100,7.10E+03,-7.6,2.65E+03,-4.45E+03,
CHEMBL18927,O=C(O)C(=O)CC(=O)c1cccc(OCc2ccccc2)c1,IC50 = 8000,8.00E+03,-7.4,3.71E+03,-4.29E+03,
CHEMBL108253,O=C(O)C(=O)/C=C(\O)c1cccc(OCc2ccccc2)c1,IC50 = 8000,8.00E+03,-7.4,3.71E+03,-4.29E+03,
CHEMBL193981,O=C(O)/C(=C/c1ccc(Oc2ccccc2F)cc1)NC(=O)c1ccccc1,IC50 = 6900,6.90E+03,-7.6,2.65E+03,-4.25E+03,
CHEMBL180837,O=C(O)c1cnc(N(C(=O)c2ccc(Oc3cccc(C(F)(F)F)c3)cc2)C2CCCCC2)s1,IC50 = 4400,4.40E+03,-9.2,1.77E+02,-4.22E+03,
CHEMBL2017860,Cc1nc2c(s1)CCCn1c-2c(C2CCCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCCC3)cc21,IC50 = 5100,5.10E+03,-8.2,9.61E+02,-4.14E+03,
CHEMBL206052,O=C(O)c1nc(-c2ccc([N+](=O)[O-])s2)nc(O)c1O,IC50 = 16000,1.60E+04,-6.7,1.21E+04,-3.88E+03,
CHEMBL180626,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCc1ccc(Br)cc1,IC50 = 4690,4.69E+03,-8.2,9.61E+02,-3.73E+03,
CHEMBL214084,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(OCC(=O)OC(C)(C)C)ccc3N2)c(O)c2cccnc21,IC50 = 5000,5.00E+03,-8,1.35E+03,-3.65E+03,
CHEMBL262732,O=C(O)C(=O)/C=C(\O)c1cc(I)cn1Cc1ccc(F)cc1,IC50 = 18000,1.80E+04,-6.6,1.43E+04,-3.65E+03,
CHEMBL364321,O=C(O)c1nc(-c2cccc(O)c2)nc(O)c1O,IC50 = 5800,5.80E+03,-7.7,2.24E+03,-3.56E+03,
CHEMBL2387641,O=C(O)[C@H](Cc1ccccc1)N1C(=O)/C(=C/c2cccc(Oc3ccc(Cl)cc3)c2)SC1=S,IC50 = 4200,4.20E+03,-8.4,6.85E+02,-3.51E+03,
CHEMBL433957,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCc1ccc(Cl)s1,IC50 = 4780,4.78E+03,-8,1.35E+03,-3.43E+03,
CHEMBL371388,O=C(O)/C(=C/c1ccc(-c2ccc(F)cc2)o1)NC(=O)c1ccccc1,IC50 = 12000,1.20E+04,-6.9,8.64E+03,-3.36E+03,
CHEMBL364072,O=C(O)/C(=C/c1ccc(-c2cccc(Cl)c2)o1)NC(=O)c1ccccc1,IC50 = 6000,6.00E+03,-7.6,2.65E+03,-3.35E+03,
CHEMBL353561,O=C(N[C@@H](Cc1ccccc1)C(=O)O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1,IC50 = 4000,4.00E+03,-8.4,6.85E+02,-3.31E+03,
CHEMBL180773,COc1ccccc1Oc1ccc(C(=O)N(c2ncc(C(=O)O)s2)C2CCCCC2)cc1,IC50 = 8500,8.50E+03,-7.2,5.21E+03,-3.29E+03,
CHEMBL362243,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCC1=CCOC=C1,IC50 = 4630,4.63E+03,-8,1.35E+03,-3.28E+03,
CHEMBL201034,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(OCc3ccccc3)ccc21,IC50 = 3950,3.95E+03,-8.4,6.85E+02,-3.26E+03,
CHEMBL2092823,C[C@H]1CCCC[C@@H]1N(C(=O)c1ccc(Oc2ccccc2)cc1)c1ncc(C(=O)O)s1,IC50 = 9400,9.40E+03,-7.1,6.16E+03,-3.24E+03,
CHEMBL3233234,CN1c2c(C(=O)Nc3ccc(NS(C)(=O)=O)cc3)nn(-c3cccc(Cl)c3)c2-c2ccccc2S1(=O)=O,IC50 = 5100,5.10E+03,-7.8,1.89E+03,-3.21E+03,
CHEMBL182191,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCc1ccccc1,IC50 = 5090,5.09E+03,-7.8,1.89E+03,-3.20E+03,
